{Appliances} -> {Accessories} (conf: 0.133, supp: 0.012, lift: 0.928, conv: 0.988)
{Appliances, Binders} -> {Storage} (conf: 0.231, supp: 0.006, lift: 1.488, conv: 1.098)
{Appliances} -> {Binders, Storage} (conf: 0.067, supp: 0.006, lift: 1.674, conv: 1.029)
{Chairs, Furnishings} -> {Appliances} (conf: 0.111, supp: 0.002, lift: 1.234, conv: 1.024)
{Appliances, Furnishings} -> {Chairs} (conf: 0.138, supp: 0.002, lift: 1.196, conv: 1.026)
{Appliances, Chairs} -> {Furnishings} (conf: 0.234, supp: 0.002, lift: 1.337, conv: 1.077)
{Chairs, Paper} -> {Appliances} (conf: 0.113, supp: 0.003, lift: 1.253, conv: 1.026)
{Appliances, Paper} -> {Chairs} (conf: 0.138, supp: 0.003, lift: 1.197, conv: 1.026)
{Appliances, Chairs} -> {Paper} (conf: 0.319, supp: 0.003, lift: 1.342, conv: 1.120)
{Chairs, Phones} -> {Appliances} (conf: 0.135, supp: 0.002, lift: 1.497, conv: 1.052)
{Appliances, Phones} -> {Chairs} (conf: 0.158, supp: 0.002, lift: 1.373, conv: 1.051)
{Appliances, Chairs} -> {Phones} (conf: 0.255, supp: 0.002, lift: 1.571, conv: 1.125)
{Chairs, Storage} -> {Appliances} (conf: 0.133, supp: 0.002, lift: 1.472, conv: 1.049)
{Appliances, Storage} -> {Chairs} (conf: 0.196, supp: 0.002, lift: 1.708, conv: 1.101)
{Appliances, Chairs} -> {Storage} (conf: 0.234, supp: 0.002, lift: 1.509, conv: 1.103)
{Furnishings, Paper} -> {Appliances} (conf: 0.119, supp: 0.004, lift: 1.318, conv: 1.032)
{Appliances, Paper} -> {Furnishings} (conf: 0.193, supp: 0.004, lift: 1.100, conv: 1.022)
{Appliances, Furnishings} -> {Paper} (conf: 0.263, supp: 0.004, lift: 1.104, conv: 1.034)
{Furnishings, Phones} -> {Appliances} (conf: 0.142, supp: 0.004, lift: 1.576, conv: 1.060)
{Appliances, Phones} -> {Furnishings} (conf: 0.276, supp: 0.004, lift: 1.578, conv: 1.140)
{Appliances, Furnishings} -> {Phones} (conf: 0.263, supp: 0.004, lift: 1.615, conv: 1.136)
{Furnishings, Storage} -> {Appliances} (conf: 0.123, supp: 0.003, lift: 1.368, conv: 1.038)
{Appliances, Storage} -> {Furnishings} (conf: 0.304, supp: 0.003, lift: 1.734, conv: 1.184)
{Appliances, Furnishings} -> {Storage} (conf: 0.212, supp: 0.003, lift: 1.370, conv: 1.073)
{Labels, Paper} -> {Appliances} (conf: 0.138, supp: 0.002, lift: 1.527, conv: 1.055)
{Appliances, Paper} -> {Labels} (conf: 0.101, supp: 0.002, lift: 1.461, conv: 1.035)
{Appliances, Labels} -> {Paper} (conf: 0.524, supp: 0.002, lift: 2.203, conv: 1.601)
{Paper, Phones} -> {Appliances} (conf: 0.143, supp: 0.005, lift: 1.587, conv: 1.062)
{Appliances, Phones} -> {Paper} (conf: 0.329, supp: 0.005, lift: 1.383, conv: 1.136)
{Appliances, Paper} -> {Phones} (conf: 0.229, supp: 0.005, lift: 1.411, conv: 1.087)
{Paper, Storage} -> {Appliances} (conf: 0.124, supp: 0.004, lift: 1.373, conv: 1.038)
{Appliances, Storage} -> {Paper} (conf: 0.393, supp: 0.004, lift: 1.652, conv: 1.255)
{Appliances, Paper} -> {Storage} (conf: 0.202, supp: 0.004, lift: 1.301, conv: 1.059)
{Phones, Storage} -> {Appliances} (conf: 0.094, supp: 0.002, lift: 1.044, conv: 1.004)
{Appliances, Storage} -> {Phones} (conf: 0.196, supp: 0.002, lift: 1.209, conv: 1.042)
{Appliances, Phones} -> {Storage} (conf: 0.145, supp: 0.002, lift: 0.933, conv: 0.988)
{Binders, Chairs} -> {Art} (conf: 0.218, supp: 0.005, lift: 1.497, conv: 1.093)
{Art, Chairs} -> {Binders} (conf: 0.317, supp: 0.005, lift: 1.207, conv: 1.080)
{Art, Binders} -> {Chairs} (conf: 0.173, supp: 0.005, lift: 1.507, conv: 1.071)
{Binders, Fasteners} -> {Art} (conf: 0.194, supp: 0.002, lift: 1.326, conv: 1.059)
{Art, Fasteners} -> {Binders} (conf: 0.400, supp: 0.002, lift: 1.522, conv: 1.229)
{Art, Binders} -> {Fasteners} (conf: 0.080, supp: 0.002, lift: 1.864, conv: 1.040)
{Binders, Furnishings} -> {Art} (conf: 0.182, supp: 0.007, lift: 1.246, conv: 1.044)
{Art, Furnishings} -> {Binders} (conf: 0.360, supp: 0.007, lift: 1.370, conv: 1.152)
{Art, Binders} -> {Furnishings} (conf: 0.240, supp: 0.007, lift: 1.371, conv: 1.085)
{Binders, Labels} -> {Art} (conf: 0.171, supp: 0.003, lift: 1.170, conv: 1.030)
{Art, Labels} -> {Binders} (conf: 0.298, supp: 0.003, lift: 1.134, conv: 1.050)
{Art, Binders} -> {Labels} (conf: 0.093, supp: 0.003, lift: 1.351, conv: 1.027)
{Binders, Paper} -> {Art} (conf: 0.160, supp: 0.009, lift: 1.096, conv: 1.017)
{Art, Paper} -> {Binders} (conf: 0.293, supp: 0.009, lift: 1.116, conv: 1.043)
{Art, Binders} -> {Paper} (conf: 0.293, supp: 0.009, lift: 1.234, conv: 1.079)
{Art} -> {Binders, Paper} (conf: 0.060, supp: 0.009, lift: 1.096, conv: 1.006)
{Binders, Phones} -> {Art} (conf: 0.211, supp: 0.008, lift: 1.446, conv: 1.083)
{Art, Phones} -> {Binders} (conf: 0.339, supp: 0.008, lift: 1.289, conv: 1.115)
{Art, Binders} -> {Phones} (conf: 0.280, supp: 0.008, lift: 1.723, conv: 1.163)
{Binders, Storage} -> {Art} (conf: 0.151, supp: 0.006, lift: 1.033, conv: 1.006)
{Art, Storage} -> {Binders} (conf: 0.300, supp: 0.006, lift: 1.142, conv: 1.053)
{Art, Binders} -> {Storage} (conf: 0.200, supp: 0.006, lift: 1.289, conv: 1.056)
{Binders, Tables} -> {Art} (conf: 0.155, supp: 0.002, lift: 1.062, conv: 1.011)
{Art, Tables} -> {Binders} (conf: 0.289, supp: 0.002, lift: 1.102, conv: 1.038)
{Art, Binders} -> {Tables} (conf: 0.073, supp: 0.002, lift: 1.197, conv: 1.013)
{Bookcases, Paper} -> {Art} (conf: 0.271, supp: 0.003, lift: 1.856, conv: 1.171)
{Art, Paper} -> {Bookcases} (conf: 0.087, supp: 0.003, lift: 1.938, conv: 1.046)
{Art, Bookcases} -> {Paper} (conf: 0.382, supp: 0.003, lift: 1.608, conv: 1.234)
{Chairs, Furnishings} -> {Art} (conf: 0.212, supp: 0.004, lift: 1.454, conv: 1.084)
{Art, Furnishings} -> {Chairs} (conf: 0.210, supp: 0.004, lift: 1.826, conv: 1.120)
{Art, Chairs} -> {Furnishings} (conf: 0.256, supp: 0.004, lift: 1.463, conv: 1.109)
{Chairs, Paper} -> {Art} (conf: 0.180, supp: 0.005, lift: 1.236, conv: 1.042)
{Art, Paper} -> {Chairs} (conf: 0.160, supp: 0.005, lift: 1.391, conv: 1.054)
{Art, Chairs} -> {Paper} (conf: 0.293, supp: 0.005, lift: 1.231, conv: 1.078)
{Chairs, Phones} -> {Art} (conf: 0.292, supp: 0.005, lift: 2.002, conv: 1.207)
{Art, Phones} -> {Chairs} (conf: 0.210, supp: 0.005, lift: 1.823, conv: 1.120)
{Art, Chairs} -> {Phones} (conf: 0.317, supp: 0.005, lift: 1.951, conv: 1.226)
{Chairs, Storage} -> {Art} (conf: 0.277, supp: 0.005, lift: 1.899, conv: 1.181)
{Art, Storage} -> {Chairs} (conf: 0.230, supp: 0.005, lift: 2.000, conv: 1.149)
{Art, Chairs} -> {Storage} (conf: 0.280, supp: 0.005, lift: 1.808, conv: 1.174)
{Envelopes, Paper} -> {Art} (conf: 0.193, supp: 0.002, lift: 1.322, conv: 1.058)
{Art, Paper} -> {Envelopes} (conf: 0.073, supp: 0.002, lift: 1.475, conv: 1.025)
{Art, Envelopes} -> {Paper} (conf: 0.407, supp: 0.002, lift: 1.713, conv: 1.286)
{Fasteners, Paper} -> {Art} (conf: 0.203, supp: 0.002, lift: 1.394, conv: 1.072)
{Art, Paper} -> {Fasteners} (conf: 0.080, supp: 0.002, lift: 1.864, conv: 1.040)
{Art, Fasteners} -> {Paper} (conf: 0.400, supp: 0.002, lift: 1.682, conv: 1.270)
{Furnishings, Paper} -> {Art} (conf: 0.158, supp: 0.006, lift: 1.084, conv: 1.015)
{Art, Paper} -> {Furnishings} (conf: 0.187, supp: 0.006, lift: 1.066, conv: 1.014)
{Art, Furnishings} -> {Paper} (conf: 0.280, supp: 0.006, lift: 1.178, conv: 1.059)
{Furnishings, Phones} -> {Art} (conf: 0.162, supp: 0.005, lift: 1.111, conv: 1.019)
{Art, Phones} -> {Furnishings} (conf: 0.194, supp: 0.005, lift: 1.105, conv: 1.023)
{Art, Furnishings} -> {Phones} (conf: 0.240, supp: 0.005, lift: 1.477, conv: 1.102)
{Furnishings, Storage} -> {Art} (conf: 0.167, supp: 0.005, lift: 1.142, conv: 1.025)
{Art, Storage} -> {Furnishings} (conf: 0.230, supp: 0.005, lift: 1.314, conv: 1.071)
{Art, Furnishings} -> {Storage} (conf: 0.230, supp: 0.005, lift: 1.483, conv: 1.097)
{Labels, Paper} -> {Art} (conf: 0.212, supp: 0.003, lift: 1.456, conv: 1.085)
{Art, Paper} -> {Labels} (conf: 0.113, supp: 0.003, lift: 1.641, conv: 1.050)
{Art, Labels} -> {Paper} (conf: 0.362, supp: 0.003, lift: 1.521, conv: 1.194)
{Labels, Phones} -> {Art} (conf: 0.241, supp: 0.003, lift: 1.654, conv: 1.126)
{Art, Phones} -> {Labels} (conf: 0.113, supp: 0.003, lift: 1.634, conv: 1.049)
{Art, Labels} -> {Phones} (conf: 0.298, supp: 0.003, lift: 1.833, conv: 1.193)
{Labels, Storage} -> {Art} (conf: 0.230, supp: 0.003, lift: 1.573, conv: 1.108)
{Art, Storage} -> {Labels} (conf: 0.140, supp: 0.003, lift: 2.027, conv: 1.082)
{Art, Labels} -> {Storage} (conf: 0.298, supp: 0.003, lift: 1.920, conv: 1.203)
{Paper, Phones} -> {Art} (conf: 0.206, supp: 0.007, lift: 1.410, conv: 1.075)
{Art, Phones} -> {Paper} (conf: 0.290, supp: 0.007, lift: 1.221, conv: 1.074)
{Art, Paper} -> {Phones} (conf: 0.240, supp: 0.007, lift: 1.477, conv: 1.102)
{Paper, Storage} -> {Art} (conf: 0.169, supp: 0.006, lift: 1.155, conv: 1.027)
{Art, Storage} -> {Paper} (conf: 0.300, supp: 0.006, lift: 1.262, conv: 1.089)
{Art, Paper} -> {Storage} (conf: 0.200, supp: 0.006, lift: 1.289, conv: 1.056)
{Paper, Supplies} -> {Art} (conf: 0.244, supp: 0.002, lift: 1.675, conv: 1.130)
{Art, Supplies} -> {Paper} (conf: 0.379, supp: 0.002, lift: 1.595, conv: 1.228)
{Art, Paper} -> {Supplies} (conf: 0.073, supp: 0.002, lift: 1.964, conv: 1.039)
{Phones, Storage} -> {Art} (conf: 0.154, supp: 0.004, lift: 1.054, conv: 1.009)
{Art, Storage} -> {Phones} (conf: 0.180, supp: 0.004, lift: 1.108, conv: 1.021)
{Art, Phones} -> {Storage} (conf: 0.145, supp: 0.004, lift: 0.936, conv: 0.988)
{Phones, Tables} -> {Art} (conf: 0.231, supp: 0.002, lift: 1.581, conv: 1.110)
{Art, Tables} -> {Phones} (conf: 0.316, supp: 0.002, lift: 1.943, conv: 1.224)
{Art, Phones} -> {Tables} (conf: 0.097, supp: 0.002, lift: 1.579, conv: 1.039)
{Bookcases, Furnishings} -> {Binders} (conf: 0.367, supp: 0.002, lift: 1.396, conv: 1.164)
{Binders, Bookcases} -> {Furnishings} (conf: 0.196, supp: 0.002, lift: 1.122, conv: 1.027)
{Bookcases, Paper} -> {Binders} (conf: 0.271, supp: 0.003, lift: 1.031, conv: 1.011)
{Binders, Bookcases} -> {Paper} (conf: 0.232, supp: 0.003, lift: 0.976, conv: 0.993)
{Bookcases, Phones} -> {Binders} (conf: 0.310, supp: 0.003, lift: 1.178, conv: 1.068)
{Binders, Phones} -> {Bookcases} (conf: 0.065, supp: 0.003, lift: 1.461, conv: 1.022)
{Binders, Bookcases} -> {Phones} (conf: 0.232, supp: 0.003, lift: 1.429, conv: 1.091)
{Bookcases, Storage} -> {Binders} (conf: 0.405, supp: 0.003, lift: 1.543, conv: 1.240)
{Binders, Storage} -> {Bookcases} (conf: 0.075, supp: 0.003, lift: 1.686, conv: 1.033)
{Binders, Bookcases} -> {Storage} (conf: 0.268, supp: 0.003, lift: 1.727, conv: 1.154)
{Bookcases} -> {Binders, Storage} (conf: 0.067, supp: 0.003, lift: 1.686, conv: 1.029)
{Chairs, Furnishings} -> {Binders} (conf: 0.333, supp: 0.007, lift: 1.269, conv: 1.106)
{Binders, Furnishings} -> {Chairs} (conf: 0.167, supp: 0.007, lift: 1.449, conv: 1.062)
{Binders, Chairs} -> {Furnishings} (conf: 0.277, supp: 0.007, lift: 1.584, conv: 1.141)
{Chairs, Paper} -> {Binders} (conf: 0.293, supp: 0.008, lift: 1.116, conv: 1.043)
{Binders, Paper} -> {Chairs} (conf: 0.142, supp: 0.008, lift: 1.233, conv: 1.031)
{Binders, Chairs} -> {Paper} (conf: 0.328, supp: 0.008, lift: 1.378, conv: 1.134)
{Chairs} -> {Binders, Paper} (conf: 0.068, supp: 0.008, lift: 1.233, conv: 1.014)
{Chairs, Phones} -> {Binders} (conf: 0.281, supp: 0.005, lift: 1.069, conv: 1.025)
{Binders, Phones} -> {Chairs} (conf: 0.126, supp: 0.005, lift: 1.092, conv: 1.012)
{Binders, Chairs} -> {Phones} (conf: 0.210, supp: 0.005, lift: 1.293, conv: 1.060)
{Chairs, Storage} -> {Binders} (conf: 0.325, supp: 0.005, lift: 1.238, conv: 1.093)
{Binders, Storage} -> {Chairs} (conf: 0.136, supp: 0.005, lift: 1.180, conv: 1.024)
{Binders, Chairs} -> {Storage} (conf: 0.227, supp: 0.005, lift: 1.463, conv: 1.093)
{Envelopes, Paper} -> {Binders} (conf: 0.298, supp: 0.003, lift: 1.135, conv: 1.051)
{Binders, Paper} -> {Envelopes} (conf: 0.062, supp: 0.003, lift: 1.244, conv: 1.013)
{Binders, Envelopes} -> {Paper} (conf: 0.315, supp: 0.003, lift: 1.324, conv: 1.112)
{Envelopes} -> {Binders, Paper} (conf: 0.068, supp: 0.003, lift: 1.244, conv: 1.014)
{Envelopes, Phones} -> {Binders} (conf: 0.293, supp: 0.002, lift: 1.114, conv: 1.042)
{Binders, Phones} -> {Envelopes} (conf: 0.060, supp: 0.002, lift: 1.213, conv: 1.011)
{Binders, Envelopes} -> {Phones} (conf: 0.222, supp: 0.002, lift: 1.367, conv: 1.077)
{Envelopes, Storage} -> {Binders} (conf: 0.316, supp: 0.002, lift: 1.202, conv: 1.078)
{Binders, Storage} -> {Envelopes} (conf: 0.060, supp: 0.002, lift: 1.213, conv: 1.011)
{Binders, Envelopes} -> {Storage} (conf: 0.222, supp: 0.002, lift: 1.433, conv: 1.086)
{Fasteners, Furnishings} -> {Binders} (conf: 0.512, supp: 0.004, lift: 1.950, conv: 1.511)
{Binders, Furnishings} -> {Fasteners} (conf: 0.106, supp: 0.004, lift: 2.471, conv: 1.071)
{Binders, Fasteners} -> {Furnishings} (conf: 0.339, supp: 0.004, lift: 1.935, conv: 1.247)
{Fasteners} -> {Binders, Furnishings} (conf: 0.098, supp: 0.004, lift: 2.471, conv: 1.064)
{Fasteners, Paper} -> {Binders} (conf: 0.339, supp: 0.004, lift: 1.290, conv: 1.115)
{Binders, Paper} -> {Fasteners} (conf: 0.073, supp: 0.004, lift: 1.694, conv: 1.032)
{Binders, Fasteners} -> {Paper} (conf: 0.323, supp: 0.004, lift: 1.357, conv: 1.125)
{Fasteners} -> {Binders, Paper} (conf: 0.093, supp: 0.004, lift: 1.694, conv: 1.042)
{Fasteners, Phones} -> {Binders} (conf: 0.432, supp: 0.003, lift: 1.646, conv: 1.299)
{Binders, Phones} -> {Fasteners} (conf: 0.080, supp: 0.003, lift: 1.873, conv: 1.041)
{Binders, Fasteners} -> {Phones} (conf: 0.258, supp: 0.003, lift: 1.588, conv: 1.129)
{Fasteners} -> {Binders, Phones} (conf: 0.074, supp: 0.003, lift: 1.873, conv: 1.037)
{Fasteners, Storage} -> {Binders} (conf: 0.514, supp: 0.004, lift: 1.955, conv: 1.516)
{Binders, Storage} -> {Fasteners} (conf: 0.095, supp: 0.004, lift: 2.224, conv: 1.058)
{Binders, Fasteners} -> {Storage} (conf: 0.306, supp: 0.004, lift: 1.976, conv: 1.218)
{Fasteners} -> {Binders, Storage} (conf: 0.088, supp: 0.004, lift: 2.224, conv: 1.053)
{Furnishings, Labels} -> {Binders} (conf: 0.351, supp: 0.004, lift: 1.336, conv: 1.136)
{Binders, Labels} -> {Furnishings} (conf: 0.244, supp: 0.004, lift: 1.393, conv: 1.091)
{Binders, Furnishings} -> {Labels} (conf: 0.101, supp: 0.004, lift: 1.462, conv: 1.036)
{Furnishings, Paper} -> {Binders} (conf: 0.288, supp: 0.010, lift: 1.097, conv: 1.036)
{Binders, Paper} -> {Furnishings} (conf: 0.185, supp: 0.010, lift: 1.059, conv: 1.013)
{Binders, Furnishings} -> {Paper} (conf: 0.258, supp: 0.010, lift: 1.083, conv: 1.027)
{Furnishings, Phones} -> {Binders} (conf: 0.270, supp: 0.008, lift: 1.029, conv: 1.010)
{Binders, Phones} -> {Furnishings} (conf: 0.201, supp: 0.008, lift: 1.148, conv: 1.032)
{Binders, Furnishings} -> {Phones} (conf: 0.202, supp: 0.008, lift: 1.243, conv: 1.050)
{Furnishings, Storage} -> {Binders} (conf: 0.348, supp: 0.010, lift: 1.324, conv: 1.130)
{Binders, Storage} -> {Furnishings} (conf: 0.241, supp: 0.010, lift: 1.378, conv: 1.087)
{Binders, Furnishings} -> {Storage} (conf: 0.242, supp: 0.010, lift: 1.563, conv: 1.115)
{Storage} -> {Binders, Furnishings} (conf: 0.062, supp: 0.010, lift: 1.563, conv: 1.024)
{Furnishings, Tables} -> {Binders} (conf: 0.409, supp: 0.004, lift: 1.557, conv: 1.248)
{Binders, Tables} -> {Furnishings} (conf: 0.254, supp: 0.004, lift: 1.448, conv: 1.105)
{Binders, Furnishings} -> {Tables} (conf: 0.091, supp: 0.004, lift: 1.483, conv: 1.033)
{Labels, Paper} -> {Binders} (conf: 0.287, supp: 0.005, lift: 1.094, conv: 1.035)
{Binders, Paper} -> {Labels} (conf: 0.084, supp: 0.005, lift: 1.211, conv: 1.016)
{Binders, Labels} -> {Paper} (conf: 0.280, supp: 0.005, lift: 1.180, conv: 1.059)
{Labels} -> {Binders, Paper} (conf: 0.066, supp: 0.005, lift: 1.211, conv: 1.012)
{Labels, Phones} -> {Binders} (conf: 0.397, supp: 0.005, lift: 1.509, conv: 1.222)
{Binders, Phones} -> {Labels} (conf: 0.116, supp: 0.005, lift: 1.673, conv: 1.053)
{Binders, Labels} -> {Phones} (conf: 0.280, supp: 0.005, lift: 1.726, conv: 1.164)
{Labels} -> {Binders, Phones} (conf: 0.066, supp: 0.005, lift: 1.673, conv: 1.029)
{Labels, Storage} -> {Binders} (conf: 0.361, supp: 0.004, lift: 1.373, conv: 1.153)
{Binders, Storage} -> {Labels} (conf: 0.111, supp: 0.004, lift: 1.600, conv: 1.047)
{Binders, Labels} -> {Storage} (conf: 0.268, supp: 0.004, lift: 1.730, conv: 1.155)
{Labels} -> {Binders, Storage} (conf: 0.064, supp: 0.004, lift: 1.600, conv: 1.025)
{Paper, Phones} -> {Binders} (conf: 0.309, supp: 0.011, lift: 1.174, conv: 1.066)
{Binders, Phones} -> {Paper} (conf: 0.271, supp: 0.011, lift: 1.141, conv: 1.046)
{Binders, Paper} -> {Phones} (conf: 0.196, supp: 0.011, lift: 1.208, conv: 1.042)
{Phones} -> {Binders, Paper} (conf: 0.066, supp: 0.011, lift: 1.208, conv: 1.012)
{Paper, Storage} -> {Binders} (conf: 0.298, supp: 0.011, lift: 1.133, conv: 1.050)
{Binders, Storage} -> {Paper} (conf: 0.266, supp: 0.011, lift: 1.120, conv: 1.039)
{Binders, Paper} -> {Storage} (conf: 0.193, supp: 0.011, lift: 1.242, conv: 1.047)
{Storage} -> {Binders, Paper} (conf: 0.068, supp: 0.011, lift: 1.242, conv: 1.014)
{Paper, Tables} -> {Binders} (conf: 0.296, supp: 0.003, lift: 1.128, conv: 1.048)
{Binders, Tables} -> {Paper} (conf: 0.225, supp: 0.003, lift: 0.948, conv: 0.984)
{Phones, Storage} -> {Binders} (conf: 0.376, supp: 0.009, lift: 1.431, conv: 1.182)
{Binders, Storage} -> {Phones} (conf: 0.221, supp: 0.009, lift: 1.361, conv: 1.075)
{Binders, Phones} -> {Storage} (conf: 0.221, supp: 0.009, lift: 1.425, conv: 1.085)
{Phones, Tables} -> {Binders} (conf: 0.404, supp: 0.004, lift: 1.537, conv: 1.237)
{Binders, Tables} -> {Phones} (conf: 0.296, supp: 0.004, lift: 1.820, conv: 1.189)
{Binders, Phones} -> {Tables} (conf: 0.106, supp: 0.004, lift: 1.722, conv: 1.049)
{Tables} -> {Binders, Phones} (conf: 0.068, supp: 0.004, lift: 1.722, conv: 1.031)
{Storage, Supplies} -> {Binders} (conf: 0.355, supp: 0.002, lift: 1.351, conv: 1.143)
{Binders, Supplies} -> {Storage} (conf: 0.256, supp: 0.002, lift: 1.649, conv: 1.135)
{Storage, Tables} -> {Binders} (conf: 0.312, supp: 0.003, lift: 1.189, conv: 1.072)
{Binders, Tables} -> {Storage} (conf: 0.211, supp: 0.003, lift: 1.362, conv: 1.071)
{Binders, Storage} -> {Tables} (conf: 0.075, supp: 0.003, lift: 1.230, conv: 1.015)
{Paper, Phones} -> {Bookcases} (conf: 0.069, supp: 0.002, lift: 1.533, conv: 1.026)
{Bookcases, Phones} -> {Paper} (conf: 0.286, supp: 0.002, lift: 1.202, conv: 1.067)
{Bookcases, Paper} -> {Phones} (conf: 0.250, supp: 0.002, lift: 1.538, conv: 1.117)
{Paper, Storage} -> {Bookcases} (conf: 0.062, supp: 0.002, lift: 1.382, conv: 1.018)
{Bookcases, Storage} -> {Paper} (conf: 0.297, supp: 0.002, lift: 1.250, conv: 1.085)
{Bookcases, Paper} -> {Storage} (conf: 0.229, supp: 0.002, lift: 1.477, conv: 1.096)
{Phones, Storage} -> {Bookcases} (conf: 0.094, supp: 0.002, lift: 2.102, conv: 1.054)
{Bookcases, Storage} -> {Phones} (conf: 0.297, supp: 0.002, lift: 1.829, conv: 1.192)
{Bookcases, Phones} -> {Storage} (conf: 0.262, supp: 0.002, lift: 1.688, conv: 1.145)
{Fasteners, Paper} -> {Chairs} (conf: 0.203, supp: 0.002, lift: 1.769, conv: 1.111)
{Chairs, Paper} -> {Fasteners} (conf: 0.090, supp: 0.002, lift: 2.102, conv: 1.052)
{Chairs, Fasteners} -> {Paper} (conf: 0.462, supp: 0.002, lift: 1.941, conv: 1.416)
{Furnishings, Labels} -> {Chairs} (conf: 0.193, supp: 0.002, lift: 1.678, conv: 1.097)
{Chairs, Labels} -> {Furnishings} (conf: 0.306, supp: 0.002, lift: 1.745, conv: 1.188)
{Chairs, Furnishings} -> {Labels} (conf: 0.111, supp: 0.002, lift: 1.609, conv: 1.047)
{Furnishings, Paper} -> {Chairs} (conf: 0.141, supp: 0.005, lift: 1.228, conv: 1.031)
{Chairs, Paper} -> {Furnishings} (conf: 0.188, supp: 0.005, lift: 1.074, conv: 1.016)
{Chairs, Furnishings} -> {Paper} (conf: 0.253, supp: 0.005, lift: 1.062, conv: 1.020)
{Furnishings, Phones} -> {Chairs} (conf: 0.169, supp: 0.005, lift: 1.469, conv: 1.065)
{Chairs, Phones} -> {Furnishings} (conf: 0.281, supp: 0.005, lift: 1.604, conv: 1.147)
{Chairs, Furnishings} -> {Phones} (conf: 0.253, supp: 0.005, lift: 1.554, conv: 1.120)
{Furnishings, Storage} -> {Chairs} (conf: 0.123, supp: 0.003, lift: 1.071, conv: 1.009)
{Chairs, Storage} -> {Furnishings} (conf: 0.205, supp: 0.003, lift: 1.170, conv: 1.037)
{Chairs, Furnishings} -> {Storage} (conf: 0.172, supp: 0.003, lift: 1.107, conv: 1.020)
{Labels, Paper} -> {Chairs} (conf: 0.175, supp: 0.003, lift: 1.522, conv: 1.073)
{Chairs, Paper} -> {Labels} (conf: 0.105, supp: 0.003, lift: 1.524, conv: 1.040)
{Chairs, Labels} -> {Paper} (conf: 0.389, supp: 0.003, lift: 1.636, conv: 1.247)
{Paper, Phones} -> {Chairs} (conf: 0.149, supp: 0.005, lift: 1.292, conv: 1.039)
{Chairs, Phones} -> {Paper} (conf: 0.292, supp: 0.005, lift: 1.229, conv: 1.077)
{Chairs, Paper} -> {Phones} (conf: 0.195, supp: 0.005, lift: 1.203, conv: 1.041)
{Paper, Storage} -> {Chairs} (conf: 0.152, supp: 0.005, lift: 1.319, conv: 1.043)
{Chairs, Storage} -> {Paper} (conf: 0.325, supp: 0.005, lift: 1.368, conv: 1.130)
{Chairs, Paper} -> {Storage} (conf: 0.203, supp: 0.005, lift: 1.309, conv: 1.060)
{Phones, Storage} -> {Chairs} (conf: 0.145, supp: 0.003, lift: 1.264, conv: 1.035)
{Chairs, Storage} -> {Phones} (conf: 0.205, supp: 0.003, lift: 1.260, conv: 1.053)
{Chairs, Phones} -> {Storage} (conf: 0.191, supp: 0.003, lift: 1.231, conv: 1.044)
{Paper, Phones} -> {Envelopes} (conf: 0.086, supp: 0.003, lift: 1.724, conv: 1.039)
{Envelopes, Phones} -> {Paper} (conf: 0.366, supp: 0.003, lift: 1.539, conv: 1.202)
{Envelopes, Paper} -> {Phones} (conf: 0.263, supp: 0.003, lift: 1.619, conv: 1.137)
{Envelopes} -> {Paper, Phones} (conf: 0.060, supp: 0.003, lift: 1.724, conv: 1.027)
{Paper, Storage} -> {Envelopes} (conf: 0.084, supp: 0.003, lift: 1.695, conv: 1.038)
{Envelopes, Storage} -> {Paper} (conf: 0.395, supp: 0.003, lift: 1.660, conv: 1.259)
{Envelopes, Paper} -> {Storage} (conf: 0.263, supp: 0.003, lift: 1.696, conv: 1.147)
{Envelopes} -> {Paper, Storage} (conf: 0.060, supp: 0.003, lift: 1.695, conv: 1.026)
{Phones, Storage} -> {Envelopes} (conf: 0.094, supp: 0.002, lift: 1.891, conv: 1.049)
{Envelopes, Storage} -> {Phones} (conf: 0.289, supp: 0.002, lift: 1.781, conv: 1.179)
{Envelopes, Phones} -> {Storage} (conf: 0.268, supp: 0.002, lift: 1.730, conv: 1.155)
{Furnishings, Paper} -> {Fasteners} (conf: 0.096, supp: 0.003, lift: 2.238, conv: 1.059)
{Fasteners, Paper} -> {Furnishings} (conf: 0.288, supp: 0.003, lift: 1.646, conv: 1.159)
{Fasteners, Furnishings} -> {Paper} (conf: 0.415, supp: 0.003, lift: 1.744, conv: 1.302)
{Fasteners} -> {Furnishings, Paper} (conf: 0.079, supp: 0.003, lift: 2.238, conv: 1.047)
{Furnishings, Storage} -> {Fasteners} (conf: 0.080, supp: 0.002, lift: 1.857, conv: 1.040)
{Fasteners, Storage} -> {Furnishings} (conf: 0.297, supp: 0.002, lift: 1.698, conv: 1.174)
{Fasteners, Furnishings} -> {Storage} (conf: 0.268, supp: 0.002, lift: 1.730, conv: 1.155)
{Paper, Phones} -> {Fasteners} (conf: 0.080, supp: 0.003, lift: 1.864, conv: 1.040)
{Fasteners, Phones} -> {Paper} (conf: 0.378, supp: 0.003, lift: 1.591, conv: 1.226)
{Fasteners, Paper} -> {Phones} (conf: 0.237, supp: 0.003, lift: 1.460, conv: 1.098)
{Fasteners} -> {Paper, Phones} (conf: 0.065, supp: 0.003, lift: 1.864, conv: 1.032)
